DateTime,Energy Produced (Wh)
9/23/2019 0:00,19748
9/24/2019 0:00,26764
9/25/2019 0:00,27414
9/26/2019 0:00,26778
9/27/2019 0:00,27884
9/28/2019 0:00,20698
9/29/2019 0:00,11861
9/30/2019 0:00,22996
10/1/2019 0:00,22487
10/2/2019 0:00,24566
10/3/2019 0:00,24885
10/4/2019 0:00,20728
10/5/2019 0:00,28401
10/6/2019 0:00,6697
10/7/2019 0:00,6560
10/8/2019 0:00,28039
10/9/2019 0:00,27524
10/10/2019 0:00,23841
10/11/2019 0:00,12552
10/12/2019 0:00,29377
10/13/2019 0:00,28844
10/14/2019 0:00,27992
10/15/2019 0:00,27190
10/16/2019 0:00,6151
10/17/2019 0:00,16240
10/18/2019 0:00,26650
10/19/2019 0:00,21295
10/20/2019 0:00,21595
10/21/2019 0:00,10092
10/22/2019 0:00,21825
10/23/2019 0:00,26701
10/24/2019 0:00,17550
10/25/2019 0:00,5829
10/26/2019 0:00,2291
10/27/2019 0:00,10534
10/28/2019 0:00,25353
10/29/2019 0:00,3643
10/30/2019 0:00,2754
10/31/2019 0:00,1955
11/1/2019 0:00,25561
11/2/2019 0:00,16094
11/3/2019 0:00,22809
11/4/2019 0:00,13518
11/5/2019 0:00,16382
11/6/2019 0:00,19688
11/7/2019 0:00,1024
11/8/2019 0:00,23807
11/9/2019 0:00,9183
11/10/2019 0:00,10769
11/11/2019 0:00,3505
11/12/2019 0:00,596
11/13/2019 0:00,560
11/14/2019 0:00,2301
11/15/2019 0:00,17820
11/16/2019 0:00,19890
11/17/2019 0:00,19397
11/18/2019 0:00,15851
11/19/2019 0:00,5128
11/20/2019 0:00,19496
11/21/2019 0:00,3490
11/22/2019 0:00,10420
11/23/2019 0:00,6342
11/24/2019 0:00,9116
11/25/2019 0:00,18550
11/26/2019 0:00,14866
11/27/2019 0:00,8115
11/28/2019 0:00,2899
11/29/2019 0:00,3971
11/30/2019 0:00,2453
12/1/2019 0:00,11249
12/2/2019 0:00,1497
12/3/2019 0:00,1035
12/4/2019 0:00,12918
12/5/2019 0:00,20951
12/6/2019 0:00,2943
12/7/2019 0:00,20552
12/8/2019 0:00,7563
12/9/2019 0:00,295
12/10/2019 0:00,1941
12/11/2019 0:00,7233
12/12/2019 0:00,14218
12/13/2019 0:00,7267
12/14/2019 0:00,3215
12/15/2019 0:00,6393
12/16/2019 0:00,82
12/17/2019 0:00,456
12/18/2019 0:00,955
12/19/2019 0:00,3038
12/20/2019 0:00,12331
12/21/2019 0:00,18845
12/22/2019 0:00,19845
12/23/2019 0:00,19120
12/24/2019 0:00,11757
12/25/2019 0:00,17204
12/26/2019 0:00,15560
12/27/2019 0:00,8836
12/28/2019 0:00,3401
12/29/2019 0:00,887
12/30/2019 0:00,1696
12/31/2019 0:00,1596
1/1/2020 0:00,13922
1/2/2020 0:00,3270
1/3/2020 0:00,1197
1/4/2020 0:00,1828
1/5/2020 0:00,11507
1/6/2020 0:00,17744
1/7/2020 0:00,19998
1/8/2020 0:00,13331
1/9/2020 0:00,13240
1/10/2020 0:00,1840
1/11/2020 0:00,2122
1/12/2020 0:00,4297
1/13/2020 0:00,5775
1/14/2020 0:00,10930
1/15/2020 0:00,2677
1/16/2020 0:00,10015
1/17/2020 0:00,8193
1/18/2020 0:00,1028
1/19/2020 0:00,4544
1/20/2020 0:00,17890
1/21/2020 0:00,21039
1/22/2020 0:00,19933
1/23/2020 0:00,5030
1/24/2020 0:00,1689
1/25/2020 0:00,2616
1/26/2020 0:00,1662
1/27/2020 0:00,3143
1/28/2020 0:00,2620
1/29/2020 0:00,2004
1/30/2020 0:00,3590
1/31/2020 0:00,4932
2/1/2020 0:00,4291
2/2/2020 0:00,23802
2/3/2020 0:00,16082
2/4/2020 0:00,1341
2/5/2020 0:00,7132
2/6/2020 0:00,2064
2/7/2020 0:00,2174
2/8/2020 0:00,658
2/9/2020 0:00,4065
2/10/2020 0:00,2091
2/11/2020 0:00,6462
2/12/2020 0:00,4605
2/13/2020 0:00,430
2/14/2020 0:00,10676
2/15/2020 0:00,18355
2/16/2020 0:00,9050
2/17/2020 0:00,16868
2/18/2020 0:00,6617
2/19/2020 0:00,29036
2/20/2020 0:00,20707
2/21/2020 0:00,30388
2/22/2020 0:00,30574
2/23/2020 0:00,13355
2/24/2020 0:00,5220
2/25/2020 0:00,3230
2/26/2020 0:00,2328
2/27/2020 0:00,3300
2/28/2020 0:00,18697
2/29/2020 0:00,19524
3/1/2020 0:00,28725
3/2/2020 0:00,2285
3/3/2020 0:00,10581
3/4/2020 0:00,16742
3/5/2020 0:00,26344
3/6/2020 0:00,3420
3/7/2020 0:00,30776
3/8/2020 0:00,32164
3/9/2020 0:00,20480
3/10/2020 0:00,6458
3/11/2020 0:00,5563
3/12/2020 0:00,10833
3/13/2020 0:00,29787
3/14/2020 0:00,1585
3/15/2020 0:00,10568
3/16/2020 0:00,12698
3/17/2020 0:00,5937
3/18/2020 0:00,5149
3/19/2020 0:00,5502
3/20/2020 0:00,10095
3/21/2020 0:00,7583
3/22/2020 0:00,24736
3/23/2020 0:00,6507
3/24/2020 0:00,9789
3/25/2020 0:00,32233
3/26/2020 0:00,24940
3/27/2020 0:00,5677
3/28/2020 0:00,6758
3/29/2020 0:00,27818
3/30/2020 0:00,5632
3/31/2020 0:00,6325
4/1/2020 0:00,9821
4/2/2020 0:00,29020
4/3/2020 0:00,32682
4/4/2020 0:00,29320
4/5/2020 0:00,6904
4/6/2020 0:00,33703
4/7/2020 0:00,20227
4/8/2020 0:00,22042
4/9/2020 0:00,22934
4/10/2020 0:00,17546
4/11/2020 0:00,20382
4/12/2020 0:00,10263
4/13/2020 0:00,6994
4/14/2020 0:00,20126
4/15/2020 0:00,25977
4/16/2020 0:00,32487
4/17/2020 0:00,4673
4/18/2020 0:00,25137
4/19/2020 0:00,16214
4/20/2020 0:00,34319
4/21/2020 0:00,30536
4/22/2020 0:00,18375
4/23/2020 0:00,6372
4/24/2020 0:00,24532
4/25/2020 0:00,26314
4/26/2020 0:00,4610
4/27/2020 0:00,33443
4/28/2020 0:00,14695
4/29/2020 0:00,8193
4/30/2020 0:00,8333
5/1/2020 0:00,12304
5/2/2020 0:00,25579
5/3/2020 0:00,21264
5/4/2020 0:00,34087
5/5/2020 0:00,8514
5/6/2020 0:00,25346
5/7/2020 0:00,29216
5/8/2020 0:00,11662
5/9/2020 0:00,29543
5/10/2020 0:00,17596
5/11/2020 0:00,8514
5/12/2020 0:00,28070
5/13/2020 0:00,33863
5/14/2020 0:00,15274
5/15/2020 0:00,11382
5/16/2020 0:00,24385
5/17/2020 0:00,21153
5/18/2020 0:00,8685
5/19/2020 0:00,6299
5/20/2020 0:00,16069
5/21/2020 0:00,10460
5/22/2020 0:00,18331
5/23/2020 0:00,27339
5/24/2020 0:00,27114
5/25/2020 0:00,29744
5/26/2020 0:00,28685
5/27/2020 0:00,24458
5/28/2020 0:00,19281
5/29/2020 0:00,14291
5/30/2020 0:00,28619
5/31/2020 0:00,34139
6/1/2020 0:00,32422
6/2/2020 0:00,31456
6/3/2020 0:00,26054
6/4/2020 0:00,14872
6/5/2020 0:00,26104
6/6/2020 0:00,30056
6/7/2020 0:00,32657
6/8/2020 0:00,32074
6/9/2020 0:00,28790
6/10/2020 0:00,18623
6/11/2020 0:00,31394
6/12/2020 0:00,32550
6/13/2020 0:00,19167
6/14/2020 0:00,21961
6/15/2020 0:00,17876
6/16/2020 0:00,29994
6/17/2020 0:00,25686
6/18/2020 0:00,16592
6/19/2020 0:00,27308
6/20/2020 0:00,30163
6/21/2020 0:00,26231
6/22/2020 0:00,20785
6/23/2020 0:00,15371
6/24/2020 0:00,23210
6/25/2020 0:00,26241
6/26/2020 0:00,25682
6/27/2020 0:00,13203
6/28/2020 0:00,17608
6/29/2020 0:00,29632
6/30/2020 0:00,27029
7/1/2020 0:00,30034
7/2/2020 0:00,30598
7/3/2020 0:00,29488
7/4/2020 0:00,28431
7/5/2020 0:00,30043
7/6/2020 0:00,28316
7/7/2020 0:00,25132
7/8/2020 0:00,29427
7/9/2020 0:00,24628
7/10/2020 0:00,23271
7/11/2020 0:00,28933
7/12/2020 0:00,16372
7/13/2020 0:00,27041
7/14/2020 0:00,29921
7/15/2020 0:00,28085
7/16/2020 0:00,19176
7/17/2020 0:00,27571
7/18/2020 0:00,28916
7/19/2020 0:00,23545
7/20/2020 0:00,24605
7/21/2020 0:00,24178
7/22/2020 0:00,14204
7/23/2020 0:00,9636
7/24/2020 0:00,22672
7/25/2020 0:00,29848
7/26/2020 0:00,30520
7/27/2020 0:00,25230
7/28/2020 0:00,30458
7/29/2020 0:00,30908
7/30/2020 0:00,7873
7/31/2020 0:00,29764
8/1/2020 0:00,15229
8/2/2020 0:00,8392
8/3/2020 0:00,16476
8/4/2020 0:00,13761
8/5/2020 0:00,31551
8/6/2020 0:00,24715
8/7/2020 0:00,25881
8/8/2020 0:00,29010
8/9/2020 0:00,29732
8/10/2020 0:00,27194
8/11/2020 0:00,21024
8/12/2020 0:00,22905
8/13/2020 0:00,29904
8/14/2020 0:00,18359
8/15/2020 0:00,21420
8/16/2020 0:00,22003
8/17/2020 0:00,26137
8/18/2020 0:00,17126
8/19/2020 0:00,28542
8/20/2020 0:00,31240
8/21/2020 0:00,24012
8/22/2020 0:00,22222
8/23/2020 0:00,24327
8/24/2020 0:00,25996
8/25/2020 0:00,25141
8/26/2020 0:00,22672
8/27/2020 0:00,17595
8/28/2020 0:00,12437
8/29/2020 0:00,23860
8/30/2020 0:00,29621
8/31/2020 0:00,28667
9/1/2020 0:00,15597
9/2/2020 0:00,13763
9/3/2020 0:00,14679
9/4/2020 0:00,29347
9/5/2020 0:00,30435
9/6/2020 0:00,22586
9/7/2020 0:00,20936
9/8/2020 0:00,23311
9/9/2020 0:00,25859
9/10/2020 0:00,24859
9/11/2020 0:00,5902
9/12/2020 0:00,24996
9/13/2020 0:00,17620
9/14/2020 0:00,20488
9/15/2020 0:00,24446
9/16/2020 0:00,25068
9/17/2020 0:00,20999
9/18/2020 0:00,30090
9/19/2020 0:00,30563
9/20/2020 0:00,30033
9/21/2020 0:00,29040
9/22/2020 0:00,26563
9/23/2020 0:00,22061
9/24/2020 0:00,16390
9/25/2020 0:00,24985
9/26/2020 0:00,23401
9/27/2020 0:00,20594
9/28/2020 0:00,9851
9/29/2020 0:00,14221
9/30/2020 0:00,11044
10/1/2020 0:00,18561
10/2/2020 0:00,21623
10/3/2020 0:00,14286
10/4/2020 0:00,13557
10/5/2020 0:00,16288
10/6/2020 0:00,24603
10/7/2020 0:00,25670
10/8/2020 0:00,26637
10/9/2020 0:00,23025
10/10/2020 0:00,7456
10/11/2020 0:00,5778
10/12/2020 0:00,11314
10/13/2020 0:00,26842
10/14/2020 0:00,15625
10/15/2020 0:00,2420
10/16/2020 0:00,21938
10/17/2020 0:00,24886
10/18/2020 0:00,2845
10/19/2020 0:00,1253
10/20/2020 0:00,2832
10/21/2020 0:00,4565
10/22/2020 0:00,19026
10/23/2020 0:00,16895
10/24/2020 0:00,9657
10/25/2020 0:00,9525
10/26/2020 0:00,4131
10/27/2020 0:00,2397
10/28/2020 0:00,4229
10/29/2020 0:00,2467
10/30/2020 0:00,12345
10/31/2020 0:00,24618
11/1/2020 0:00,17255
11/2/2020 0:00,23528
11/3/2020 0:00,23398
11/4/2020 0:00,23195
11/5/2020 0:00,16094
11/6/2020 0:00,21948
11/7/2020 0:00,21620
11/8/2020 0:00,20532
11/9/2020 0:00,20889
11/10/2020 0:00,18688
11/11/2020 0:00,8225
11/12/2020 0:00,22948
11/13/2020 0:00,20742
11/14/2020 0:00,11226
11/15/2020 0:00,6998
11/16/2020 0:00,23428
11/17/2020 0:00,10816
11/18/2020 0:00,21610
11/19/2020 0:00,19593
11/20/2020 0:00,9113
11/21/2020 0:00,1824
11/22/2020 0:00,843
11/23/2020 0:00,11092
11/24/2020 0:00,3973
11/25/2020 0:00,980
11/26/2020 0:00,3454
11/27/2020 0:00,7489
11/28/2020 0:00,20262
11/29/2020 0:00,18355
11/30/2020 0:00,1599
12/1/2020 0:00,34
12/2/2020 0:00,10088
12/3/2020 0:00,6086
12/4/2020 0:00,14456
12/5/2020 0:00,10142
12/6/2020 0:00,5248
12/7/2020 0:00,2650
12/8/2020 0:00,4218
12/9/2020 0:00,15931
12/10/2020 0:00,19045
12/11/2020 0:00,17295
12/12/2020 0:00,4743
12/13/2020 0:00,2561
12/14/2020 0:00,1786
12/15/2020 0:00,13272
12/16/2020 0:00,263
12/17/2020 0:00,64
12/18/2020 0:00,528
12/19/2020 0:00,1186
12/20/2020 0:00,1967
12/21/2020 0:00,1111
12/22/2020 0:00,4748
12/23/2020 0:00,14142
12/24/2020 0:00,656
12/25/2020 0:00,108
12/26/2020 0:00,4877
12/27/2020 0:00,13034
12/28/2020 0:00,2308
12/29/2020 0:00,19438
12/30/2020 0:00,3038
12/31/2020 0:00,683
1/1/2021 0:00,756
1/2/2021 0:00,3049
1/3/2021 0:00,2943
1/4/2021 0:00,1341
1/5/2021 0:00,1655
1/6/2021 0:00,1683
1/7/2021 0:00,3014
1/8/2021 0:00,5350
1/9/2021 0:00,17905
1/10/2021 0:00,19981
1/11/2021 0:00,2326
1/12/2021 0:00,2943
1/13/2021 0:00,16508
1/14/2021 0:00,14341
1/15/2021 0:00,5968
1/16/2021 0:00,4485
1/17/2021 0:00,2441
1/18/2021 0:00,1176
1/19/2021 0:00,21927
1/20/2021 0:00,6325
1/21/2021 0:00,23277
1/22/2021 0:00,8124
1/23/2021 0:00,23845
1/24/2021 0:00,2852
1/25/2021 0:00,2765
1/26/2021 0:00,2251
1/27/2021 0:00,5573
1/28/2021 0:00,4439
1/29/2021 0:00,24273
1/30/2021 0:00,7622
1/31/2021 0:00,6
2/1/2021 0:00,8
2/2/2021 0:00,129
2/3/2021 0:00,606
2/4/2021 0:00,372
2/5/2021 0:00,634
2/6/2021 0:00,1380
2/7/2021 0:00,1733
2/8/2021 0:00,849
2/9/2021 0:00,198
2/10/2021 0:00,159
2/11/2021 0:00,206
2/12/2021 0:00,225
2/13/2021 0:00,122
2/14/2021 0:00,787
2/15/2021 0:00,137
2/16/2021 0:00,346
2/17/2021 0:00,559
2/18/2021 0:00,50
2/19/2021 0:00,93
2/20/2021 0:00,648
2/21/2021 0:00,777
2/22/2021 0:00,1722
2/23/2021 0:00,27449
2/24/2021 0:00,14794
2/25/2021 0:00,30000
2/26/2021 0:00,14035
2/27/2021 0:00,12829
2/28/2021 0:00,7792
3/1/2021 0:00,21887
3/2/2021 0:00,31612
3/3/2021 0:00,30216
3/4/2021 0:00,9919
3/5/2021 0:00,31124
3/6/2021 0:00,31834
3/7/2021 0:00,31621
3/8/2021 0:00,28835
3/9/2021 0:00,22241
3/10/2021 0:00,22431
3/11/2021 0:00,7723
3/12/2021 0:00,26567
3/13/2021 0:00,28614
3/14/2021 0:00,24108
3/15/2021 0:00,7528
3/16/2021 0:00,9015
3/17/2021 0:00,21633
3/18/2021 0:00,2056
3/19/2021 0:00,32917
3/20/2021 0:00,32225
3/21/2021 0:00,31820
3/22/2021 0:00,30006
3/23/2021 0:00,22512
3/24/2021 0:00,19186
3/25/2021 0:00,10058
3/26/2021 0:00,15443
3/27/2021 0:00,25839
3/28/2021 0:00,5081
3/29/2021 0:00,33421
3/30/2021 0:00,31688
3/31/2021 0:00,15686
4/1/2021 0:00,16391
4/2/2021 0:00,34489
4/3/2021 0:00,33074
4/4/2021 0:00,30965
4/5/2021 0:00,19447
4/6/2021 0:00,28696
4/7/2021 0:00,24325
4/8/2021 0:00,12882
4/9/2021 0:00,27226
4/10/2021 0:00,18698
4/11/2021 0:00,10157
4/12/2021 0:00,10510
4/13/2021 0:00,28727
4/14/2021 0:00,28806
4/15/2021 0:00,15150
4/16/2021 0:00,18179
4/17/2021 0:00,18937
4/18/2021 0:00,30089
4/19/2021 0:00,28591
4/20/2021 0:00,29542
4/21/2021 0:00,12568
4/22/2021 0:00,24428
4/23/2021 0:00,26729
4/24/2021 0:00,9711
4/25/2021 0:00,20290
4/26/2021 0:00,33355
4/27/2021 0:00,32420
4/28/2021 0:00,13649
4/29/2021 0:00,5406
4/30/2021 0:00,25772
5/1/2021 0:00,34824
5/2/2021 0:00,28104
5/3/2021 0:00,10927
5/4/2021 0:00,10318
5/5/2021 0:00,17129
5/6/2021 0:00,25758
5/7/2021 0:00,23866
5/8/2021 0:00,29984
5/9/2021 0:00,1697
5/10/2021 0:00,30721
5/11/2021 0:00,28176
5/12/2021 0:00,31152
5/13/2021 0:00,29121
5/14/2021 0:00,28155
5/15/2021 0:00,27062
5/16/2021 0:00,26308
5/17/2021 0:00,13554
5/18/2021 0:00,29088
5/19/2021 0:00,29945
5/20/2021 0:00,29058
5/21/2021 0:00,28712
5/22/2021 0:00,23393
5/23/2021 0:00,28083
5/24/2021 0:00,16257
5/25/2021 0:00,26053
5/26/2021 0:00,14547
5/27/2021 0:00,25084
5/28/2021 0:00,7426
5/29/2021 0:00,6680
5/30/2021 0:00,17004
5/31/2021 0:00,27080
6/1/2021 0:00,23356
6/2/2021 0:00,6917
6/3/2021 0:00,6294
6/4/2021 0:00,22825
6/5/2021 0:00,29928
6/6/2021 0:00,23427
6/7/2021 0:00,15983
6/8/2021 0:00,19554
6/9/2021 0:00,12339
6/10/2021 0:00,18643
6/11/2021 0:00,18781
6/12/2021 0:00,28653
6/13/2021 0:00,28035
6/14/2021 0:00,27848
6/15/2021 0:00,27465
6/16/2021 0:00,32157
6/17/2021 0:00,31711
6/18/2021 0:00,9576
6/19/2021 0:00,20149
6/20/2021 0:00,22511
6/21/2021 0:00,19243
6/22/2021 0:00,31846
6/23/2021 0:00,28938
6/24/2021 0:00,28709
6/25/2021 0:00,10202
6/26/2021 0:00,22088
6/27/2021 0:00,28620
6/28/2021 0:00,21059
6/29/2021 0:00,20813
6/30/2021 0:00,16755
7/1/2021 0:00,10902
7/2/2021 0:00,24793
7/3/2021 0:00,27348
7/4/2021 0:00,29018
7/5/2021 0:00,28211
7/6/2021 0:00,27425
7/7/2021 0:00,24330
7/8/2021 0:00,18838
7/9/2021 0:00,13945
7/10/2021 0:00,13682
7/11/2021 0:00,12436
7/12/2021 0:00,17877
7/13/2021 0:00,14299
7/14/2021 0:00,26620
7/15/2021 0:00,24015
7/16/2021 0:00,16489
7/17/2021 0:00,16781
7/18/2021 0:00,29203
7/19/2021 0:00,25861
7/20/2021 0:00,23841
7/21/2021 0:00,21467
7/22/2021 0:00,29485
7/23/2021 0:00,17245
7/24/2021 0:00,26731
7/25/2021 0:00,21130
7/26/2021 0:00,29315
7/27/2021 0:00,28475
7/28/2021 0:00,23578
7/29/2021 0:00,14852
7/30/2021 0:00,26659
7/31/2021 0:00,22760
8/1/2021 0:00,23938
8/2/2021 0:00,27062
8/3/2021 0:00,27524
8/4/2021 0:00,29536
8/5/2021 0:00,24102
8/6/2021 0:00,24753
8/7/2021 0:00,17608
8/8/2021 0:00,25964
8/9/2021 0:00,19355
8/10/2021 0:00,18259
8/11/2021 0:00,15011
8/12/2021 0:00,14326
8/13/2021 0:00,21798
8/14/2021 0:00,24429
8/15/2021 0:00,18226
8/16/2021 0:00,8031
8/17/2021 0:00,11038
8/18/2021 0:00,18315
8/19/2021 0:00,15659
8/20/2021 0:00,27994
8/21/2021 0:00,20282
8/22/2021 0:00,24711
8/23/2021 0:00,25825
8/24/2021 0:00,28165
8/25/2021 0:00,12364
8/26/2021 0:00,21099
8/27/2021 0:00,25150
8/28/2021 0:00,21320
8/29/2021 0:00,23634
8/30/2021 0:00,16543
8/31/2021 0:00,6068
9/1/2021 0:00,24421
9/2/2021 0:00,28768
9/3/2021 0:00,27967
9/4/2021 0:00,20040
9/5/2021 0:00,18177
9/6/2021 0:00,25571
9/7/2021 0:00,25888
9/8/2021 0:00,20903
9/9/2021 0:00,24711
9/10/2021 0:00,27429
9/11/2021 0:00,24812
9/12/2021 0:00,23929
9/13/2021 0:00,23495
9/14/2021 0:00,23100
9/15/2021 0:00,7396
9/16/2021 0:00,24256
9/17/2021 0:00,19234
9/18/2021 0:00,25851
9/19/2021 0:00,25082
9/20/2021 0:00,9236
9/21/2021 0:00,3188
9/22/2021 0:00,3901
9/23/2021 0:00,8910
9/24/2021 0:00,28200
9/25/2021 0:00,14414
9/26/2021 0:00,27461
9/27/2021 0:00,25713
9/28/2021 0:00,17249
9/29/2021 0:00,26080
9/30/2021 0:00,25744
10/1/2021 0:00,26257
10/2/2021 0:00,18305
10/3/2021 0:00,5090
10/4/2021 0:00,13081
10/5/2021 0:00,19014
10/6/2021 0:00,11877
10/7/2021 0:00,6775
10/8/2021 0:00,14280
10/9/2021 0:00,18964
10/10/2021 0:00,20894
10/11/2021 0:00,20869
10/12/2021 0:00,15341
10/13/2021 0:00,22727
10/14/2021 0:00,17668
10/15/2021 0:00,9176
10/16/2021 0:00,16494
10/17/2021 0:00,23837
10/18/2021 0:00,24260
10/19/2021 0:00,23583
10/20/2021 0:00,23523
10/21/2021 0:00,6810
10/22/2021 0:00,4072
10/23/2021 0:00,9025
10/24/2021 0:00,2162
10/25/2021 0:00,4704
10/26/2021 0:00,17289
10/27/2021 0:00,5140
10/28/2021 0:00,11394
10/29/2021 0:00,3742
10/30/2021 0:00,3248
10/31/2021 0:00,10010
11/1/2021 0:00,16510
11/2/2021 0:00,21951
11/3/2021 0:00,21827
11/4/2021 0:00,15368
11/5/2021 0:00,21955
11/6/2021 0:00,22121
11/7/2021 0:00,21017
11/8/2021 0:00,21546
11/9/2021 0:00,13525
11/10/2021 0:00,12592
11/11/2021 0:00,11385
11/12/2021 0:00,17419
11/13/2021 0:00,3660
11/14/2021 0:00,593
11/15/2021 0:00,11251
11/16/2021 0:00,17833
11/17/2021 0:00,6954
11/18/2021 0:00,13221
11/19/2021 0:00,8657
11/20/2021 0:00,9411
11/21/2021 0:00,1031
11/22/2021 0:00,20116
11/23/2021 0:00,20252
11/24/2021 0:00,14021
11/25/2021 0:00,765
11/26/2021 0:00,719
11/27/2021 0:00,2594
11/28/2021 0:00,6187
11/29/2021 0:00,19117
11/30/2021 0:00,19641
12/1/2021 0:00,3024
12/2/2021 0:00,8056
12/3/2021 0:00,11076
12/4/2021 0:00,18545
12/5/2021 0:00,5961
12/6/2021 0:00,7107
12/7/2021 0:00,4374
12/8/2021 0:00,5583
12/9/2021 0:00,7770
12/10/2021 0:00,5685
12/11/2021 0:00,3146
12/12/2021 0:00,19935
12/13/2021 0:00,19021
12/14/2021 0:00,18115
12/15/2021 0:00,4992
12/16/2021 0:00,1020
12/17/2021 0:00,7944
12/18/2021 0:00,1455
12/19/2021 0:00,3517
12/20/2021 0:00,19793
12/21/2021 0:00,17683
12/22/2021 0:00,15625
12/23/2021 0:00,13457
12/24/2021 0:00,3876
12/25/2021 0:00,1628
12/26/2021 0:00,16169
12/27/2021 0:00,2749
12/28/2021 0:00,961
12/29/2021 0:00,2162
12/30/2021 0:00,2688
12/31/2021 0:00,2343
1/1/2022 0:00,632
1/2/2022 0:00,1876
1/3/2022 0:00,11097
1/4/2022 0:00,19686
1/5/2022 0:00,9167
1/6/2022 0:00,5292
1/7/2022 0:00,8939
1/8/2022 0:00,20247
1/9/2022 0:00,3084
1/10/2022 0:00,10599
1/11/2022 0:00,20929
1/12/2022 0:00,12611
1/13/2022 0:00,11680
1/14/2022 0:00,2281
1/15/2022 0:00,16087
1/16/2022 0:00,9725
1/17/2022 0:00,1
1/18/2022 0:00,260
1/19/2022 0:00,4178
1/20/2022 0:00,5101
1/21/2022 0:00,13448
1/22/2022 0:00,14302
1/23/2022 0:00,1021
1/24/2022 0:00,464
1/25/2022 0:00,11395
1/26/2022 0:00,23781
1/27/2022 0:00,10616
1/28/2022 0:00,1073
1/29/2022 0:00,22643
1/30/2022 0:00,20295
1/31/2022 0:00,23757
2/1/2022 0:00,19146
2/2/2022 0:00,1525
2/3/2022 0:00,602
2/4/2022 0:00,30
2/5/2022 0:00,303
2/6/2022 0:00,789
2/7/2022 0:00,3268
2/8/2022 0:00,9056
2/9/2022 0:00,15956
2/10/2022 0:00,12149
2/11/2022 0:00,6196
2/12/2022 0:00,6215
2/13/2022 0:00,3118
2/14/2022 0:00,14479
2/15/2022 0:00,27292
2/16/2022 0:00,14486
2/17/2022 0:00,2355
2/18/2022 0:00,18758
2/19/2022 0:00,20423
2/20/2022 0:00,29425
2/21/2022 0:00,20929
2/22/2022 0:00,1483
2/23/2022 0:00,3962
2/24/2022 0:00,11673
2/25/2022 0:00,5494
2/26/2022 0:00,7459
2/27/2022 0:00,30088
2/28/2022 0:00,27910
3/1/2022 0:00,11186
3/2/2022 0:00,27388
3/3/2022 0:00,20973
3/4/2022 0:00,27331
3/5/2022 0:00,25423
3/6/2022 0:00,12613
3/7/2022 0:00,3210
3/8/2022 0:00,16233
3/9/2022 0:00,14200
3/10/2022 0:00,22050
3/11/2022 0:00,13827
3/12/2022 0:00,3166
3/13/2022 0:00,15718
3/14/2022 0:00,29232
3/15/2022 0:00,15866
3/16/2022 0:00,27856
3/17/2022 0:00,27428
3/18/2022 0:00,11566
3/19/2022 0:00,2895
3/20/2022 0:00,25335
3/21/2022 0:00,29327
3/22/2022 0:00,4368
3/23/2022 0:00,10970
3/24/2022 0:00,9377
3/25/2022 0:00,5262
3/26/2022 0:00,6580
3/27/2022 0:00,12185
3/28/2022 0:00,25566
3/29/2022 0:00,27842
3/30/2022 0:00,20060
3/31/2022 0:00,4925
4/1/2022 0:00,12195
4/2/2022 0:00,24540
4/3/2022 0:00,15034
4/4/2022 0:00,12790
4/5/2022 0:00,10102
4/6/2022 0:00,8723
4/7/2022 0:00,17495
4/8/2022 0:00,14937
4/9/2022 0:00,14558
4/10/2022 0:00,33727
4/11/2022 0:00,5620
4/12/2022 0:00,27348
4/13/2022 0:00,7614
4/14/2022 0:00,32678
4/15/2022 0:00,32044
4/16/2022 0:00,17251
4/17/2022 0:00,34533
4/18/2022 0:00,4476
4/19/2022 0:00,11830
4/20/2022 0:00,30161
4/21/2022 0:00,9347
4/22/2022 0:00,24892
4/23/2022 0:00,30796
4/24/2022 0:00,29772
4/25/2022 0:00,13007
4/26/2022 0:00,15247
4/27/2022 0:00,30559
4/28/2022 0:00,30631
4/29/2022 0:00,27727
4/30/2022 0:00,11343
5/1/2022 0:00,22524
5/2/2022 0:00,32828
5/3/2022 0:00,10610
5/4/2022 0:00,7111
5/5/2022 0:00,7434
5/6/2022 0:00,4589
5/7/2022 0:00,7547
5/8/2022 0:00,33656
5/9/2022 0:00,32958
5/10/2022 0:00,29784
5/11/2022 0:00,29164
5/12/2022 0:00,30641
5/13/2022 0:00,28208
5/14/2022 0:00,23603
5/15/2022 0:00,30323
5/16/2022 0:00,26274
5/17/2022 0:00,31936
5/18/2022 0:00,8677
5/19/2022 0:00,27664
5/20/2022 0:00,21250
5/21/2022 0:00,17488
5/22/2022 0:00,14892
5/23/2022 0:00,18739
5/24/2022 0:00,30260
5/25/2022 0:00,20837
5/26/2022 0:00,10203
5/27/2022 0:00,13745
5/28/2022 0:00,20421
5/29/2022 0:00,30534
5/30/2022 0:00,29008
5/31/2022 0:00,28955
6/1/2022 0:00,26310
6/2/2022 0:00,14931
6/3/2022 0:00,31548
6/4/2022 0:00,31382
6/5/2022 0:00,28602
6/6/2022 0:00,21810
6/7/2022 0:00,17188
6/8/2022 0:00,25497
6/9/2022 0:00,20458
6/10/2022 0:00,24185
6/11/2022 0:00,27806
6/12/2022 0:00,15440
6/13/2022 0:00,24056
6/14/2022 0:00,22458
6/15/2022 0:00,28408
6/16/2022 0:00,25141
6/17/2022 0:00,27476
6/18/2022 0:00,32393
6/19/2022 0:00,31707
6/20/2022 0:00,16386
